clean_org,Year,Organisation,Org_type,Local_type,PC.USD.m,TV.USD.m,Cash.USD,Vouchers.USD,Source.PC,Source.TV,Comment,Reasons.for.year-on-year.change,source,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.name,PC.USD.m_subgrant,PC.USD.m_undoubled
arbeiter samariter bund deutschland e v,2023,Arbeiter-Samariter-Bund Deutschland e.V,NGO,,5.778372,4.6226976,,,,,,,FTS,International NGOs,Arbeiter-Samariter-Bund Deutschland e.V,0,5.778372
arche nova e v initiative for people in need,2024,Arche Nova E.V. - Initiative for People in Need,NGO,,0.06659268,0.053274144,,,,,,,FTS,International NGOs,Arche Nova E.V. - Initiative for People in Need,0,0.06659268
asamblea de cooperacion por la paz,2022,Asamblea De Cooperacion Por La Paz,NGO,,0.1233654,0.0975244652495988,,,,,,,FTS,International NGOs,Asamblea De Cooperacion Por La Paz,0,0.1233654
asian development bank,2022,Asian Development Bank,UN,,6.12,4.83806421677021,,,,,,,FTS,Other Multilateral Organizations,Asian Development Bank,0,6.12
asian development bank,2023,Asian Development Bank,UN,,6.12,4.896,,,,,,,FTS,Other Multilateral Organizations,Asian Development Bank,0,6.12
asian development bank,2024,Asian Development Bank,UN,,6.12,4.896,,,,,,,FTS,Other Multilateral Organizations,Asian Development Bank,0,6.12
asociación civil fe y alegría venezuela,2021,Asociación Civil Fe y Alegría Venezuela,NGO,,1.892854,1.49173514492917,,,,,,,FTS,International NGOs,Asociación Civil Fe y Alegría Venezuela,0,1.892854
asociación para el desarrollo de la educación integral y comunitaria,2021,Asociación para el Desarrollo de la Educación Integral y Comunitaria,NGO,,0.1048803,0.0826548849096207,,,,,,,FTS,National NGOs/CSOs,Asociación para el Desarrollo de la Educación Integral y Comunitaria,0,0.1048803
asociación venezolana de educación católica,2021,Asociación Venezolana de Educación Católica,NGO,,0.0288004,0.0226972438804145,,,,,,,FTS,National NGOs/CSOs,Asociación Venezolana de Educación Católica,0,0.0288004
assistance mission for africa,2017,Assistance Mission for Africa,NGO,,0.138321,0.105479404773002,,,,,,,FTS,National NGOs/CSOs,Assistance Mission for Africa,0,0.138321
association for aid and relief japan,2018,Association for Aid and Relief Japan,NGO,,0.879626,0.67077614319486,,,,,,,FTS,International NGOs,Association for Aid and Relief Japan,0,0.879626
association for aid and relief japan,2022,Association for Aid and Relief Japan,NGO,,0.384634,0.304066011757058,,,,,,,FTS,International NGOs,Association for Aid and Relief Japan,0,0.384634
association for aid and relief japan,2023,Association for Aid and Relief Japan,NGO,,0.500028,0.4000224,,,,,,,FTS,International NGOs,Association for Aid and Relief Japan,0,0.500028
association for aid and relief japan,2024,Association for Aid and Relief Japan,NGO,,0.49537,0.396296,,,,,,,FTS,International NGOs,Association for Aid and Relief Japan,0,0.49537
association libre pour la promotion de l habitat et du logement,2024,Association Libre pour la Promotion de l'Habitat et du Logement,NGO,,0.012076,0.0096608,,,,,,,FTS,National NGOs/CSOs,Association Libre pour la Promotion de l'Habitat et du Logement,0,0.012076
association locale pour le développement intégral,2023,Association Locale pour le Développement Intégral,NGO,,0.49314,0.394512,,,,,,,FTS,International NGOs,Association Locale pour le Développement Intégral,0,0.49314
association nigérienne pour un développement durable,2024,Association Nigérienne pour un Développement Durable,NGO,,0.0252,0.02016,,,,,,,FTS,National NGOs/CSOs,Association Nigérienne pour un Développement Durable,0,0.0252
association of christian resource organizations serving sudan,2019,Association of Christian Resource Organizations Serving Sudan,NGO,,0.134861,0.103607917263258,,,,,,,FTS,National NGOs/CSOs,Association of Christian Resource Organizations Serving Sudan,0,0.134861
association pour l action humanitaire et le développement durable,2020,Association pour l'Action Humanitaire et le Développement Durable,NGO,,0.0695025,0.0542449099698386,,,,,,,FTS,National NGOs/CSOs,Association pour l'Action Humanitaire et le Développement Durable,0,0.0695025
association pour le développement social et la sauvegarde de l environnement,2018,Association pour le développement social et la sauvegarde de l’environnement,NGO,,0.412827,0.314809365419741,,,,,,,FTS,National NGOs/CSOs,Association pour le développement social et la sauvegarde de l’environnement,0,0.412827
association pour le développement social et la sauvegarde de l environnement,2020,Association pour le développement social et la sauvegarde de l’environnement,NGO,,0.538802,0.420521074516298,,,,,,,FTS,National NGOs/CSOs,Association pour le développement social et la sauvegarde de l’environnement,0,0.538802
association pour le développement social et la sauvegarde de l environnement,2024,Association pour le développement social et la sauvegarde de l’environnement,NGO,,0.911033333333333,0.728826666666667,,,,,,,FTS,National NGOs/CSOs,Association pour le développement social et la sauvegarde de l’environnement,0,0.911033333333333
association tin tua,2023,Association Tin Tua,NGO,,0.07999992,0.063999936,,,,,,,FTS,National NGOs/CSOs,Association Tin Tua,0,0.07999992
associazione volontari per il servizio internazionale,2019,Associazione Volontari per il Servizio Internazionale,NGO,,0.015,0.0115238561107279,,,,,,,FTS,International NGOs,Associazione Volontari per il Servizio Internazionale,0,0.015
associazione volontari per il servizio internazionale,2021,Associazione Volontari per il Servizio Internazionale,NGO,,0.16168371,0.127420959339461,,,,,,,FTS,International NGOs,Associazione Volontari per il Servizio Internazionale,0,0.16168371
associazione volontari per il servizio internazionale,2024,Associazione Volontari per il Servizio Internazionale,NGO,,0.24501365,0.19601092,,,,,,,FTS,International NGOs,Associazione Volontari per il Servizio Internazionale,0,0.24501365
ataa humanitarian relief association,2021,Ataa Humanitarian Relief Association,NGO,,0.43264837,0.340964902166422,,,,,,,FTS,Local NGOs/CSOs,Ataa Humanitarian Relief Association,0,0.43264837
ataa humanitarian relief association,2023,Ataa Humanitarian Relief Association,NGO,,0.799874,0.6398992,,,,,,,FTS,Local NGOs/CSOs,Ataa Humanitarian Relief Association,0,0.799874
ataa humanitarian relief association,2024,Ataa Humanitarian Relief Association,NGO,,0.10728623,0.085828984,,,,,,,FTS,Local NGOs/CSOs,Ataa Humanitarian Relief Association,0,0.10728623
australian humanitarian partnership,2021,Australian Humanitarian Partnership,NGO,,2.269289,1.78839897599137,,,,,,,FTS,International NGOs,Australian Humanitarian Partnership,0,2.269289
australian humanitarian partnership,2022,Australian Humanitarian Partnership,NGO,,2.420575,1.91354530907003,,,,,,,FTS,International NGOs,Australian Humanitarian Partnership,0,2.420575
australian humanitarian partnership,2023,Australian Humanitarian Partnership,NGO,,1.512859,1.2102872,,,,,,,FTS,International NGOs,Australian Humanitarian Partnership,0,1.512859
ayuub organization,2019,AYUUB Organization,NGO,,0.1625,0.124841774532886,,,,,,,FTS,National NGOs/CSOs,AYUUB Organization,0,0.1625
ayuub organization,2020,AYUUB Organization,NGO,,0.899882,0.702334708441831,,,,,,,FTS,National NGOs/CSOs,AYUUB Organization,0,0.899882
ayuub organization,2024,AYUUB Organization,NGO,,0.598256,0.4786048,,,,,,,FTS,National NGOs/CSOs,AYUUB Organization,0,0.598256
bahar organization,2023,Bahar Organization,NGO,,0.22836025,0.1826882,,,,,,,FTS,National NGOs/CSOs,Bahar Organization,0,0.22836025
bahar organization,2024,Bahar Organization,NGO,,0.345,0.276,,,,,,,FTS,National NGOs/CSOs,Bahar Organization,0,0.345
balad organization,2020,Balad Organization,NGO,,0.36819,0.287362805680298,,,,,,,FTS,National NGOs/CSOs,Balad Organization,0,0.36819
bena charity for human development,2017,Bena Charity For Human Development,NGO,,0.800313,0.610294451833743,,,,,,,FTS,National NGOs/CSOs,Bena Charity For Human Development,0,0.800313
bena charity for human development,2024,Bena Charity For Human Development,NGO,,0.1264,0.10112,,,,,,,FTS,National NGOs/CSOs,Bena Charity For Human Development,0,0.1264
benposta regional llanos,2024,Benposta Regional Llanos,NGO,,0.047016,0.0376128,,,,,,,FTS,Local NGOs/CSOs,Benposta Regional Llanos,0,0.047016
beyaz eller association white hands association,2024,Beyaz Eller Association (White Hands Association),NGO,,0.012,0.0096,,,,,,,FTS,National NGOs/CSOs,Beyaz Eller Association (White Hands Association),0,0.012
binaa organization for development,2021,BINAA Organization for Development,NGO,,0.00586636,0.00462320674748644,,,,,,,FTS,National NGOs/CSOs,BINAA Organization for Development,0,0.00586636
binaa organization for development,2022,BINAA Organization for Development,NGO,,4.485694,3.54609078901648,,,,,,,FTS,National NGOs/CSOs,BINAA Organization for Development,0,4.485694
binaa organization for development,2023,BINAA Organization for Development,NGO,,6.5881659,5.27053272,,,,,,,FTS,National NGOs/CSOs,BINAA Organization for Development,0,6.5881659
binaa organization for development,2024,BINAA Organization for Development,NGO,,1.96436136,1.571489088,,,,,,,FTS,National NGOs/CSOs,BINAA Organization for Development,0,1.96436136
blumont international,2022,Blumont International,NGO,,0.26405298,0.208742691808749,,,,,,,FTS,International NGOs,Blumont International,0,0.26405298
blumont international,2023,Blumont International,NGO,,0.185435,0.148348,,,,,,,FTS,International NGOs,Blumont International,0,0.185435
blumont international,2024,Blumont International,NGO,,0.741742,0.5933936,,,,,,,FTS,International NGOs,Blumont International,0,0.741742
boma,2024,BOMA,NGO,,9.112326,7.2898608,,,,,,,FTS,International NGOs,BOMA,0,9.112326
bonyan bina insan,2023,Bonyan (Bina Insan),NGO,,0.407556,0.3260448,,,,,,,FTS,National NGOs/CSOs,Bonyan (Bina Insan),0,0.407556
bonyan bina insan,2024,Bonyan (Bina Insan),NGO,,0.101889,0.0815112,,,,,,,FTS,National NGOs/CSOs,Bonyan (Bina Insan),0,0.101889
bothoor alkhaer human organization,2017,Bothoor Alkhaer Human Organization,NGO,,0.425917,0.3247914029157,,,,,,,FTS,National NGOs/CSOs,Bothoor Alkhaer Human Organization,0,0.425917
brac,2018,BRAC,NGO,,1.308901,0.998128255194703,,,,,,,FTS,International NGOs,BRAC,0,1.308901
brac,2020,BRAC,NGO,,4.565119,3.56295772319844,,,,,,,FTS,International NGOs,BRAC,0,4.565119
brac,2022,BRAC,NGO,,0.0402,0.0317794414238828,,,,,,,FTS,International NGOs,BRAC,0,0.0402
brac,2023,BRAC,NGO,,0.0402,0.03216,,,,,,,FTS,International NGOs,BRAC,0,0.0402
brac,2024,BRAC,NGO,,0.86108738,0.688869904,,,,,,,FTS,International NGOs,BRAC,0,0.86108738
bu ali rehabilitation and aid network,2023,Bu Ali Rehabilitation and Aid Network,NGO,,0.584338,0.4674704,,,,,,,FTS,National NGOs/CSOs,Bu Ali Rehabilitation and Aid Network,0,0.584338
building foundation for development,2024,Building foundation for Development,NGO,,0.5849,0.46792,,,,,,,FTS,National NGOs/CSOs,Building foundation for Development,0,0.5849
canadem,2022,CANADEM,NGO,,0.393701,0.311233777811544,,,,,,,FTS,International NGOs,CANADEM,0,0.393701
canadian aid organization for international society rehab,2019,Canadian Aid Organization for International Society Rehab,NGO,,0.00761667,0.0058515606081932,,,,,,,FTS,International NGOs,Canadian Aid Organization for International Society Rehab,0,0.00761667
canadian development and peace caritas canada,2019,Canadian Development and Peace (Caritas Canada),NGO,,0.97995546,0.752857714397478,,,,,,,FTS,Internationally Affiliated Organizations,Canadian Development and Peace (Caritas Canada),0,0.97995546
canadian food grains bank,2018,Canadian Food Grains Bank,NGO,,0.485276,0.370056778295581,,,,,,,FTS,International NGOs,Canadian Food Grains Bank,0,0.485276
canadian food grains bank,2023,Canadian Food Grains Bank,NGO,International,24.4460922921471,20.3717435767892,15.4825251183598,4.88921845842942,Estimate,Online,,,Survey,,,0,24.4460922921471
candlelight for health education and environment,2020,"Candlelight for Health, Education and Environment",NGO,,0.1040052,0.0811733780856093,,,,,,,FTS,National NGOs/CSOs,"Candlelight for Health, Education and Environment",0,0.1040052
candlelight for health education and environment,2022,"Candlelight for Health, Education and Environment",NGO,,0.498172,0.39382158937857,,,,,,,FTS,National NGOs/CSOs,"Candlelight for Health, Education and Environment",0,0.498172
care for children and old age in south sudan,2020,Care for Children and Old Age in South Sudan,NGO,,0.0484671,0.0378273224128509,,,,,,,FTS,National NGOs/CSOs,Care for Children and Old Age in South Sudan,0,0.0484671
care international,2017,CARE International,NGO,International,147.081028289496,112.159537,103.416994,8.742543,Estimate,Survey,,,Survey,,,0,147.081028289496
care international,2018,CARE International,NGO,International,48.7271636183385,37.157859,34.932147,2.225712,Estimate,Survey,,,Survey,,,0,48.7271636183385
care international,2019,CARE International,NGO,International,88.6422036326065,68.1,54,14.1,Estimate,Survey,,,Survey,,,0,88.6422036326065
care international,2020,CARE International,NGO,International,130.689773546344,102,81.1,19.8,Estimate,Survey,,,Survey,,,0.42116554,130.268608006344
care international,2021,CARE International,NGO,International,152.084477100193,119.855921,95.922396,23.933525,Estimate,Survey,Can't capture sub-grants but around 90% directly managed by CARE,,Survey,,,1.72399276,150.360484340193
care international,2022,CARE International,NGO,International,100.438518016281,79.4,56.1,23.3,Estimate,Survey,,,Survey,,,2.00050836,98.438009656281
care international,2023,CARE International,NGO,International,146.2934172,121.911181,115.293574,6.617607,Estimate,Survey,,,Survey,,,1.53253814,144.76087906
care international,2024,CARE International,NGO,,9.05028643,7.240229144,,,,,,,FTS,International NGOs,CARE International,0,9.05028643
care international,2024,CARE International,NGO,,0.385352,0.3082816,,,,,,,FTS,Internationally Affiliated Organizations,CARE Ethiopia,0,0.385352
care international,2024,CARE International,NGO,,0.89628,0.717024,,,,,,,FTS,Internationally Affiliated Organizations,CARE Yemen,0,0.89628
care sudan,2024,Care Sudan,NGO,,0.26915,0.21532,,,,,,,FTS,Internationally Affiliated Organizations,Care Sudan,0,0.26915
caritas,2017,CARITAS,NGO,,0.844666,0.644116706154468,,,,,,,FTS,International NGOs,CARITAS,0,0.844666
caritas,2018,CARITAS,NGO,,1.557238,1.18750252911633,,,,,,,FTS,International NGOs,CARITAS,0,1.557238
caritas,2019,CARITAS,NGO,,0.740978,0.56926159021433,,,,,,,FTS,International NGOs,CARITAS,0,0.740978
caritas,2020,CARITAS,NGO,,0.349876,0.273069200684972,,,,,,,FTS,International NGOs,CARITAS,0,0.349876
caritas,2023,CARITAS,NGO,,1.98391,1.587128,,,,,,,FTS,International NGOs,CARITAS,0,1.98391
caritas,2024,CARITAS,NGO,,0.07821,0.062568,,,,,,,FTS,International NGOs,CARITAS,0,0.07821
caritas austria,2019,Caritas Austria,NGO,,2.30397633333333,1.77004611652372,,,,,,,FTS,Internationally Affiliated Organizations,Caritas Austria,0,2.30397633333333
caritas austria,2020,Caritas Austria,NGO,,2.52694133333333,1.97221258409022,,,,,,,FTS,Internationally Affiliated Organizations,Caritas Austria,0,2.52694133333333
caritas austria,2021,Caritas Austria,NGO,,6.11954033333333,4.82273507943292,,,,,,,FTS,Internationally Affiliated Organizations,Caritas Austria,0,6.11954033333333
caritas austria,2024,Caritas Austria,NGO,,2.139037,1.7112296,,,,,,,FTS,Internationally Affiliated Organizations,Caritas Austria,0,2.139037
caritas bangladesh,2018,Caritas Bangladesh,NGO,,0.226081,0.172402522469365,,,,,,,FTS,Internationally Affiliated Organizations,Caritas Bangladesh,0,0.226081
caritas bangladesh,2021,Caritas Bangladesh,NGO,,0.1376146,0.108452387387178,,,,,,,FTS,Internationally Affiliated Organizations,Caritas Bangladesh,0,0.1376146
caritas bangladesh,2023,Caritas Bangladesh,NGO,,0.25618806,0.204950448,,,,,,,FTS,Internationally Affiliated Organizations,Caritas Bangladesh,0,0.25618806
caritas bangladesh,2024,Caritas Bangladesh,NGO,,0.50292301,0.402338408,,,,,,,FTS,Internationally Affiliated Organizations,Caritas Bangladesh,0,0.50292301
caritas bunia,2024,Caritas Bunia,NGO,,0.126,0.1008,,,,,,,FTS,Internationally Affiliated Organizations,Caritas Bunia,0,0.126
caritas ch,2018,Caritas CH,NGO,International,7.81267118159543,5.95770639253525,,,Survey,Estimate,,,Survey,,,0,7.81267118159543
caritas ch,2019,Caritas CH,NGO,,0.204782,0.157325220137805,,,,,,,FTS,Internationally Affiliated Organizations,Caritas Switzerland,0,0.204782
caritas ch,2020,Caritas CH,NGO,,1.688227,1.31761766301429,,,,,,,FTS,Internationally Affiliated Organizations,Caritas Switzerland,0,1.688227
